IRUC;DEPARTAMENTO;PROVINCIA;DISTRITO;Sexo;Cargo Informante;Cargo Informante otro;DESC_CIIU;Año funcionamiento;Empresa actualmente;Nivel ventas;Porcentaje;Capacidad operativa 2do trimestre;Modalidad ventas segundo trimentre;Disminución de la demanda de sus productos o servicios;Paralización de la producción a causa de la pandemia;Dificultad en la exportación de sus productos;Desabastecimiento de materias primas e insumos del mercado nacional;Desabastecimiento de materias primas e insumos del extranjero;Disminución de la inversión en maquinaria y equipos;Retraso en el pago de facturas;Retraso en el cobro de facturas;Enfermedad de trabajadores por el COVID-19;Pérdida de capital de trabajo;Altos costos para implementar planes de seguridad;¿Otro?;¿Otro? (Especifique);NO TUVO PROBLEMAS;¿Qué porcentaje de trabajadores laboró en la empresa en el segundo trimestre 2020 (Abril-Mayo-Junio); ¿Cuáles son las modalidades que ha adoptado la empresa para las labores de sus trabajadores?;TAMANO_EMPRESA
11363;LIMA;LIMA;LIMA;1;Contador/a;;Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica;1985;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Solo de forma presencial;1;1;0;1;0;0;1;1;1;1;1;0;;0;De 61 a 80%;Solo trabajo presencial;Micro empresa
11464;LIMA;LIMA;ATE;2;Otro;GERENTE DE OPERACIONES;Explotación de otras minas y canteras n.c.p.;1913;Parcialmente operativa;Disminuyó;80;De 41 a 60%;Solo online;1;1;0;0;0;0;1;1;0;0;0;1;PROBLEMAS EN LA MOVILIDAD DEL PERSONAL;0;De 21 a 40%;Trabajo mixto;Mediana empresa
11471;LIMA;LIMA;SAN JUAN DE LURIGANCHO;2;Administrador/a;;Venta de partes, piezas y accesorios para vehículos automotores;1987;Parcialmente operativa;Disminuyó;60;Hasta 20%;Solo de forma presencial;1;0;1;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
11513;LIMA;LIMA;LIMA;2;Otro;GERENTE DE ADMINISTRACION Y FINANZAS;Actividades de restaurantes y de servicio móvil de comidas;1981;Parcialmente operativa;Disminuyó;99;Hasta 20%;Solo a traves de delivery;1;1;0;0;0;0;0;0;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
11544;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Venta al por mayor de otros tipos de maquinaria y equipo;1986;Parcialmente operativa;Disminuyó;53;De 21 a 40%;Por otra modalidad;1;0;0;0;0;0;0;1;0;0;1;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
11575;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Otras actividades especializadas de construcción;1993;Operativa;Disminuyó;70;De 21 a 40%;Presencial y delivery;0;1;0;0;0;0;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
11577;LIMA;LIMA;SANTIAGO DE SURCO;2;Administrador/a;;Fabricación de prendas de vestir, excepto prendas de piel;1987;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;1;1;0;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
11589;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Venta al por mayor no especializada;1987;Operativa;Disminuyó;40;Hasta 20%;Solo a traves de delivery;1;1;0;0;0;0;1;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
11610;LIMA;LIMA;SAN ISIDRO;2;Otro;SUB CONTADOR;Otras actividades de servicio de comidas;1993;Parcialmente operativa;Disminuyó;65;De 21 a 40%;Por otra modalidad;1;1;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
11636;LIMA;LIMA;SAN LUIS;1;Contador/a;;Tejedura de productos textiles;1986;Parcialmente operativa;Disminuyó;65;De 21 a 40%;Solo online;1;1;1;0;0;0;1;1;1;1;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
11648;LIMA;LIMA;CHORRILLOS;2;Contador/a;;Fabricación de productos metálicos para uso estructural;1983;Parcialmente operativa;Disminuyó;50;De 41 a 60%;Presencial y delivery;1;1;0;1;0;0;0;1;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
11674;LIMA;LIMA;LIMA;2;Contador/a;;Otras actividades de transporte por vía terrestre;1996;Inoperativa;Disminuyó;100;Hasta 20%;Presencial y delivery;1;1;0;0;0;0;0;1;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
11780;LIMA;LIMA;MAGDALENA DEL MAR;1;Contador/a;;Construcción de edificios;1992;Parcialmente operativa;Disminuyó;34;De 41 a 60%;Solo de forma presencial;0;1;0;1;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Solo trabajo presencial;Mediana empresa
12003;LIMA;LIMA;SAN ISIDRO;1;Otro;COORDINADOR DE SEGURIDAD Y SALUD EN EL TRABAJO;Actividades de telecomunicaciones inalámbricas;2014;Parcialmente operativa;Disminuyó;30;De 81 a 100%;Presencial y delivery;0;0;0;0;0;0;0;0;1;0;0;1;NO ESPECIFICADO;0;Hasta 20%;Solo trabajo remoto;Micro empresa
12072;LIMA;LIMA;LIMA;1;Otro;SUPERVISORA CONTABLE;Actividades de agencias de viajes;1936;Operativa;Disminuyó;80;Hasta 20%;Presencial y delivery;1;1;1;0;0;1;1;1;0;1;0;0;;0;De 81 a 100%;Solo trabajo remoto;Mediana empresa
12110;LIMA;LIMA;ATE;2;Otro;COMERCIO EXTERIOR;Otras industrias manufactureras n.c.p.;1980;Parcialmente operativa;Disminuyó;80;Hasta 20%;Solo online;1;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
12136;LIMA;LIMA;LURIN;1;Otro;JEFA ADMINISTRACION;Venta al por mayor de combustibles sólidos, líquidos y gaseosos y productos conexos;1991;Operativa;Se mantiene;;De 81 a 100%;Solo de forma presencial;0;0;0;1;0;0;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Mediana empresa
12177;LIMA;LIMA;MIRAFLORES;1;Contador/a;;Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco;1992;Parcialmente operativa;Aumentó;1;De 81 a 100%;Solo online;0;0;0;0;0;0;0;0;0;0;0;1;MENOR ABASTECIMIENTO DE CIERTOS PRODUCTOS PARA LA VENTA;0;De 61 a 80%;Trabajo mixto;Micro empresa
12184;LIMA;LIMA;PUEBLO LIBRE;1;Administrador/a;;Enseñanza secundaria de formación general;1959;Parcialmente operativa;Disminuyó;60;De 61 a 80%;Presencial y delivery;0;0;0;0;0;0;0;1;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Pequeña empresa
12201;LIMA;LIMA;LIMA;2;Gerente/a general;;Otras actividades de venta al por menor en comercios no especializados;1992;Operativa;Disminuyó;49;De 61 a 80%;Solo online;1;1;0;0;0;0;0;1;0;0;1;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
12219;LIMA;LIMA;SANTIAGO DE SURCO;1;Otro;JEFE DE RRHH;Construcción de carreteras y vías de ferrocarril;1970;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
12301;LIMA;LIMA;LINCE;2;Otro;GERENTE LOGISTICA;Fabricación de calzado;1985;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
12302;LIMA;LIMA;LINCE;1;Gerente/a general;;Venta al por menor de libros, periódicos y artículos de papelería en comercios especializados;1991;Parcialmente operativa;NO REALIO VENTAS;;Hasta 20%;;1;0;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
12364;LIMA;LIMA;PUEBLO LIBRE;1;Otro;COORDINADORA DE CALIDAD;Enseñanza secundaria de formación general;1965;Operativa;Disminuyó;2;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;0;1;0;1;1;0;;0;De 81 a 100%;Solo trabajo remoto;Pequeña empresa
12424;LIMA;LIMA;SANTIAGO DE SURCO;1;Administrador/a;;Enseñanza secundaria de formación general;1939;Inoperativa;Se mantiene;;Hasta 20%;Presencial y delivery;0;0;0;0;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
12543;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Actividades de alojamiento para estancias cortas;1976;Parcialmente operativa;Disminuyó;90;Hasta 20%;Solo online;1;0;0;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
12697;LIMA;LIMA;SAN BORJA;2;Otro;ANALISTA CONTABLE;Otros tipos de enseñanza n.c.p.;1993;Parcialmente operativa;Disminuyó;64;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 41 a 60%;Solo trabajo remoto;Micro empresa
12728;CALLAO;CALLAO;CALLAO;1;Administrador/a;;Enseñanza secundaria de formación general;1913;Parcialmente operativa;Disminuyó;45;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;0;1;0;1;0;0;;0;De 41 a 60%;Solo trabajo remoto;Pequeña empresa
12945;LIMA;LIMA;LINCE;1;Contador/a;;Actividades de restaurantes y de servicio móvil de comidas;1989;Parcialmente operativa;Disminuyó;90;Hasta 20%;Por otra modalidad;1;1;0;0;0;1;1;0;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
12974;LIMA;LIMA;LA VICTORIA;1;Otro;ASISTENTE;Otras industrias manufactureras n.c.p.;1991;Operativa;Disminuyó;70;De 21 a 40%;Solo online;0;1;0;0;0;0;0;1;0;0;1;0;;0;De 21 a 40%;Trabajo mixto;Mediana empresa
13065;LIMA;LIMA;SAN BORJA;2;Otro;LOGISTICA;Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción;2000;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Solo a traves de delivery;1;1;0;0;0;0;0;0;1;0;0;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
13103;LIMA;LIMA;BREÑA;1;Gerente/a general;;Fabricación de artículos confeccionados de materiales textiles, excepto prendas de vestir;1989;Operativa;Aumentó;15;De 81 a 100%;Solo online;0;0;0;0;1;0;0;0;0;1;0;0;;0;De 81 a 100%;Solo trabajo presencial;Pequeña empresa
13160;LIMA;LIMA;SAN JUAN DE LURIGANCHO;1;Otro;ASISTENTE(A) CONTABLE;"Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques";1986;Parcialmente operativa;Disminuyó;30;De 81 a 100%;Solo de forma presencial;1;1;0;1;1;0;1;1;0;0;1;0;;0;Hasta 20%;Solo trabajo remoto;Micro empresa
13176;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;GERENTE ADMINISTRACION Y FINANZAS;Venta al por menor de combustibles para vehículos automotores en comercios especializados;1985;Operativa;Disminuyó;65;De 61 a 80%;Solo de forma presencial;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
13355;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Fabricación de otros productos químicos n.c.p.;1981;Operativa;Disminuyó;20;De 41 a 60%;Presencial y delivery;1;1;0;0;0;0;0;1;1;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
13408;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Venta al por mayor de materiales de construcción, artículos de ferretería y equipo y materiales de fontanería y calefacción;1990;Parcialmente operativa;Disminuyó;65;Hasta 20%;Presencial y delivery;1;1;0;0;0;1;0;0;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
13546;LIMA;LIMA;SAN ISIDRO;1;Administrador/a;;Actividades de alojamiento para estancias cortas;1998;Parcialmente operativa;Se mantiene;;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Trabajo mixto;Pequeña empresa
13593;CALLAO;CALLAO;CALLAO;1;Otro;SECRETARIA;Fundición de metales no ferrosos;1969;Operativa;Disminuyó;60;Hasta 20%;Presencial y delivery;1;1;1;1;0;0;1;1;0;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Mediana empresa
13603;CALLAO;CALLAO;BELLAVISTA;1;Administrador/a;;Enseñanza pre-escolar y primaria;1925;Parcialmente operativa;Disminuyó;3;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;1;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Pequeña empresa
13607;CALLAO;CALLAO;CALLAO;1;Contador/a;;Manipulación de la carga;1993;Operativa;Disminuyó;36;De 41 a 60%;Por otra modalidad;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
13626;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Elaboración y conservación de pescado, crustáceos y moluscos;1991;Operativa;Disminuyó;30;De 61 a 80%;Solo online;0;1;1;0;0;0;0;1;1;0;1;0;;0;De 61 a 80%;Trabajo mixto;Micro empresa
13674;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Actividades de alojamiento para estancias cortas;1979;Parcialmente operativa;Disminuyó;80;Hasta 20%;Presencial y delivery;1;1;0;1;0;1;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
13732;LIMA;LIMA;SURQUILLO;1;Otro;RECEPCIONISTA;Enseñanza secundaria de formación general;1933;Parcialmente operativa;Se mantiene;;Hasta 20%;Por otra modalidad;1;0;0;1;0;0;1;1;0;1;1;1;MAYOR INVERSION EN EQUIPOS;0;De 61 a 80%;Solo trabajo remoto;Pequeña empresa
13800;LIMA;LIMA;JESUS MARIA;2;Administrador/a;;Otras actividades especializadas de construcción;1992;Parcialmente operativa;Disminuyó;80;Hasta 20%;Solo de forma presencial;0;1;0;0;0;0;0;0;0;0;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
13801;LIMA;LIMA;SAN LUIS;2;Gerente/a general;;Transporte de carga por carretera;1993;Parcialmente operativa;Disminuyó;90;De 21 a 40%;Solo de forma presencial;1;1;0;0;0;1;1;1;0;1;1;0;;0;De 61 a 80%;Solo trabajo presencial;Mediana empresa
13872;LIMA;LIMA;LIMA;1;Otro;ASISTENTE;Edición de periódicos, revistas y publicaciones periódicas;2018;Parcialmente operativa;Disminuyó;40;De 41 a 60%;Presencial y delivery;0;1;0;0;0;0;0;0;0;0;0;0;;0;De 41 a 60%;Solo trabajo remoto;Micro empresa
13987;LIMA;LIMA;ATE;1;Otro;ASISTENTE(A) CONTABLE;Enseñanza pre-escolar y primaria;1971;Parcialmente operativa;Disminuyó;35;De 41 a 60%;Presencial y delivery;1;0;0;0;0;0;0;1;1;0;0;0;;0;De 41 a 60%;Solo trabajo remoto;Mediana empresa
14021;LIMA;LIMA;PUEBLO LIBRE;2;Contador/a;;Fabricación de papel y cartón ondulado y de envases de papel y cartón;1993;Parcialmente operativa;Disminuyó;35;De 61 a 80%;Solo online;1;0;0;0;0;0;0;0;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
14095;LIMA;LIMA;LIMA;1;Otro;ASISTENTE(A) CONTABLE;Elaboración y conservación de pescado, crustáceos y moluscos;1981;Operativa;Se mantiene;;De 81 a 100%;Presencial y delivery;0;1;0;0;0;0;0;0;0;0;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
14109;LIMA;LIMA;CARABAYLLO;2;Gerente/a general;;Transporte urbano y suburbano de pasajeros por vía terrestre;1989;Parcialmente operativa;Disminuyó;70;De 21 a 40%;Solo de forma presencial;1;0;0;0;0;0;1;0;0;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
14254;LIMA;LIMA;SANTIAGO DE SURCO;2;Otro;ANALISTA CONTABLE;Actividades de restaurantes y de servicio móvil de comidas;1993;Operativa;Aumentó;10;De 61 a 80%;Solo online;0;1;0;1;0;0;1;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
14324;LIMA;LIMA;ATE;1;Contador/a;;Elaboración de otros productos alimenticios n.c.p.;1993;Operativa;Aumentó;80;De 61 a 80%;Solo de forma presencial;0;0;0;0;0;0;0;0;0;0;0;0;;1;De 61 a 80%;Solo trabajo presencial;Mediana empresa
14518;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Venta al por mayor de otros tipos de maquinaria y equipo;1993;Parcialmente operativa;Disminuyó;50;De 21 a 40%;Presencial y delivery;1;0;0;0;0;0;0;1;0;1;0;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
14585;LIMA;LIMA;MIRAFLORES;2;Administrador/a;;Enseñanza superior;1993;Inoperativa;;;;;;;;;;;;;;;;;;;;;Mediana empresa
14619;LIMA;LIMA;SAN BORJA;2;Contador/a;;Actividades de apoyo para la extracción de petróleo y gas natural;1993;Operativa;Disminuyó;50;De 21 a 40%;Por otra modalidad;1;1;0;0;0;0;1;1;0;0;0;0;;0;De 81 a 100%;Solo trabajo remoto;Micro empresa
14647;LIMA;LIMA;ATE;2;Contador/a;;Fabricación de productos metálicos para uso estructural;1994;Parcialmente operativa;Disminuyó;80;De 21 a 40%;Solo de forma presencial;1;0;0;1;0;0;0;0;0;0;0;0;;0;Hasta 20%;Solo trabajo presencial;Mediana empresa
14821;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Enseñanza superior;1994;Parcialmente operativa;Disminuyó;3;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;0;1;1;1;1;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
14892;LIMA;LIMA;MIRAFLORES;2;Contador/a;;Enseñanza pre-escolar y primaria;1956;Operativa;Disminuyó;45;De 61 a 80%;Presencial y delivery;1;0;0;0;0;0;1;1;1;0;0;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
14893;LIMA;LIMA;JESUS MARIA;1;Otro;ASISTENTE DE GERENCIA;Actividades de seguridad privada;1996;Operativa;Disminuyó;8;De 81 a 100%;Solo de forma presencial;1;0;0;0;0;0;1;0;1;0;1;0;;0;De 81 a 100%;Trabajo mixto;Pequeña empresa
14927;CALLAO;CALLAO;BELLAVISTA;1;Administrador/a;;Venta al por mayor de otros tipos de maquinaria y equipo;1982;Parcialmente operativa;Disminuyó;30;De 21 a 40%;Solo online;1;1;0;0;0;0;1;1;1;0;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
15040;LIMA;LIMA;LA VICTORIA;2;Otro;ANALISTA SENIOR DE COSTOS;Elaboración y conservación de pescado, crustáceos y moluscos;1999;Operativa;Disminuyó;70;De 41 a 60%;Solo a traves de delivery;1;0;1;0;0;0;1;0;1;0;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
15087;LIMA;LIMA;LINCE;1;Contador/a;;Transporte de carga por vía aérea;1994;Operativa;Disminuyó;90;Hasta 20%;Solo online;1;0;0;0;0;0;1;1;0;1;1;0;;0;De 41 a 60%;Solo trabajo presencial;Mediana empresa
15261;LIMA;LIMA;LIMA;1;Contador/a;;Fabricación de otros hilos y cables eléctricos;1952;Parcialmente operativa;Disminuyó;60;De 21 a 40%;Solo a traves de delivery;1;1;1;0;0;0;1;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
15279;CALLAO;CALLAO;CALLAO;1;Otro;ASISTENTE(A) ADMINISTRATIVO;Fabricación de productos de plástico;1994;Parcialmente operativa;Disminuyó;37;De 21 a 40%;Presencial y delivery;1;1;0;1;0;0;0;1;0;0;1;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
15295;LIMA;LIMA;LIMA;1;Contador/a;;Enseñanza secundaria de formación general;2004;Operativa;Disminuyó;40;Hasta 20%;Por otra modalidad;0;0;0;0;0;0;0;1;0;0;0;0;;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
15326;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Construcción de otras obras de ingeniería civil;1994;Parcialmente operativa;Aumentó;24;Hasta 20%;Por otra modalidad;0;1;0;0;0;1;1;1;1;1;0;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
15340;CALLAO;CALLAO;CALLAO;2;Contador/a;;Industrias básicas de hierro y acero;1994;Parcialmente operativa;Disminuyó;70;De 41 a 60%;Solo a traves de delivery;1;1;1;1;1;0;1;1;1;1;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
15377;LIMA;LIMA;SAN ISIDRO;2;Otro;SUPERVISOR CONTABLE;Venta al por mayor de materias primas agropecuarias y animales vivos;1994;Operativa;Aumentó;4;De 81 a 100%;Solo a traves de delivery;0;0;0;0;0;0;0;1;1;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
15392;LIMA;LIMA;ANCON;1;Otro;ASISTENTE(A) CONTABLE;Venta al por menor de combustibles para vehículos automotores en comercios especializados;2015;Operativa;Disminuyó;40;De 61 a 80%;Solo de forma presencial;1;0;0;0;0;0;1;1;1;0;1;0;;0;De 61 a 80%;Solo trabajo presencial;Pequeña empresa
15401;LIMA;LIMA;LA MOLINA;1;Otro;ASISTENTE(A) CONTABLE;Venta de vehículos automotores;1994;Operativa;Disminuyó;60;De 21 a 40%;Solo online;1;0;0;0;0;0;1;1;1;1;1;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
15402;LIMA;LIMA;CHORRILLOS;2;Gerente/a general;;Elaboración de otros productos alimenticios n.c.p.;1994;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;0;0;1;1;0;;0;Hasta 20%;Trabajo mixto;Pequeña empresa
15453;LIMA;LIMA;SAN ISIDRO;2;Contador/a;;Extracción de gas natural;1995;Operativa;Disminuyó;25;De 21 a 40%;Solo de forma presencial;1;1;0;0;0;0;0;0;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
15468;CALLAO;CALLAO;CALLAO;1;Propietario/a;;Actividades de agencias de viajes;1995;Inoperativa;NO REALIO VENTAS;;Hasta 20%;;0;1;0;0;0;0;0;0;0;1;1;0;;0;Hasta 20%;Solo trabajo remoto;Gran empresa
15489;LIMA;LIMA;SANTIAGO DE SURCO;2;Contador/a;;Enseñanza pre-escolar y primaria;1959;Parcialmente operativa;Disminuyó;70;Hasta 20%;Por otra modalidad;1;0;0;0;0;1;1;1;1;1;0;0;;0;De 41 a 60%;Trabajo mixto;Pequeña empresa
15494;CALLAO;CALLAO;VENTANILLA;2;Contador/a;;Fabricación de productos de la refinación del petróleo;1996;Parcialmente operativa;Disminuyó;70;De 41 a 60%;Solo de forma presencial;1;0;0;0;0;1;0;0;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
15496;LIMA;LIMA;SAN ISIDRO;1;Otro;SUB GERENTE DE CONTABILIDAD;Fabricación de productos de la refinación del petróleo;1994;Parcialmente operativa;Disminuyó;75;De 41 a 60%;Solo online;1;0;0;0;0;0;1;1;0;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
15528;LIMA;LIMA;SAN MARTIN DE PORRES;1;Otro;ASISTENTE(A) CONTABLE;Fabricación de productos de plástico;1995;Operativa;Disminuyó;30;De 41 a 60%;Solo a traves de delivery;1;1;0;1;0;0;1;1;1;1;1;0;;0;De 21 a 40%;Trabajo mixto;Pequeña empresa
15575;LIMA;LIMA;LINCE;2;Otro;SUPERVISOR DE CONTABILIDAD;Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico;1956;Parcialmente operativa;Disminuyó;7;De 61 a 80%;Solo de forma presencial;1;1;0;1;0;0;0;1;1;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
15634;CALLAO;CALLAO;CALLAO;2;Gerente/a general;;Reparación de equipo de transporte, excepto vehículos automotores;2015;Parcialmente operativa;Aumentó;100;De 41 a 60%;Solo online;0;1;0;1;0;0;1;1;0;1;1;0;;0;De 41 a 60%;Trabajo mixto;Mediana empresa
15654;LIMA;LIMA;SANTA ANITA;2;Contador/a;;Fabricación de otros artículos de papel y cartón;1970;Operativa;Se mantiene;;De 81 a 100%;Solo de forma presencial;0;0;1;0;1;0;0;0;1;0;0;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
15668;LIMA;LIMA;LIMA;1;Otro;TAX SUPERVISOR;Venta al por mayor de ordenadores, equipo periférico y programas de informática;1995;Operativa;Disminuyó;29;De 41 a 60%;Por otra modalidad;1;0;0;0;0;0;1;1;1;1;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
15690;LIMA;LIMA;JESUS MARIA;1;Otro;SECRETARIA REPRESENTANTE;Venta al por mayor de otros tipos de maquinaria y equipo;1995;Operativa;NO REALIO VENTAS;;Hasta 20%;;1;1;0;0;0;0;1;1;0;0;1;1;REPROGRAMACION DE TODOS LOS COBROS;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
15694;LIMA;LIMA;ATE;1;Contador/a;;Transporte de carga por carretera;1995;Operativa;Se mantiene;;De 61 a 80%;Por otra modalidad;0;0;0;0;0;0;0;0;0;0;1;1;ALGUNOS GENERADORES DE CARGA NO LABORARON;0;De 61 a 80%;Trabajo mixto;Micro empresa
15724;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Enseñanza pre-escolar y primaria;1995;Operativa;Disminuyó;29;Hasta 20%;Presencial y delivery;1;0;0;0;0;0;0;1;0;1;0;1;REDUCCION DE PENSIONES;0;De 61 a 80%;Solo trabajo remoto;Micro empresa
16065;LIMA;LIMA;LIMA;1;Contador/a;;Venta al por mayor de otros enseres domésticos;1995;Operativa;Aumentó;23;De 61 a 80%;Solo de forma presencial;0;0;0;0;0;0;0;1;1;0;1;0;;0;De 81 a 100%;Trabajo mixto;Micro empresa
16114;LIMA;LIMA;SAN ISIDRO;2;Administrador/a;;Otras actividades de servicios financieros, excepto las de seguros y fondos de pensiones n.c.p.;1995;Operativa;Disminuyó;25;De 81 a 100%;Por otra modalidad;1;1;0;0;0;0;1;1;1;0;0;0;;0;Hasta 20%;Solo trabajo remoto;Pequeña empresa
16138;LIMA;LIMA;SAN ISIDRO;1;Contador/a;;Venta al por mayor de productos textiles, prendas de vestir y calzado;1995;Operativa;Disminuyó;65;De 41 a 60%;Solo online;1;1;0;0;1;0;0;1;0;0;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
16214;LIMA;LIMA;SAN JUAN DE MIRAFLORES;2;Gerente/a general;;Fabricación de artículos de hormigón, cemento y yeso;1996;Parcialmente operativa;Disminuyó;83;Hasta 20%;Solo de forma presencial;1;1;0;0;0;0;1;1;1;1;1;0;;0;Hasta 20%;Trabajo mixto;Micro empresa
16222;LIMA;LIMA;SANTIAGO DE SURCO;1;Contador/a;;Venta de vehículos automotores;1995;Parcialmente operativa;Disminuyó;75;De 41 a 60%;Por otra modalidad;1;1;0;0;0;0;0;0;0;1;0;0;;0;De 21 a 40%;Trabajo mixto;Micro empresa
16224;LIMA;LIMA;SAN ISIDRO;1;Administrador/a;;Actividades de alojamiento para estancias cortas;1996;Parcialmente operativa;Disminuyó;81;De 61 a 80%;Solo de forma presencial;1;1;1;0;0;0;1;1;0;1;1;0;;0;Hasta 20%;Solo trabajo presencial;Micro empresa
16233;LIMA;LIMA;LIMA;2;Contador/a;;Fabricación de motores, generadores y transformadores eléctricos y aparatos de distribución y control de la energía eléctrica;1995;Operativa;Disminuyó;80;De 21 a 40%;Solo de forma presencial;1;1;0;1;1;0;1;0;1;1;0;0;;0;De 41 a 60%;Trabajo mixto;Micro empresa
